course_number,title,credit_hours,description,prerequisites,corequisites,level,cross_listings,source_url,source,conflict,conflict_note,credit_min,credit_max,division,department,college,restrictions,course_attributes,core_attributes,term_effective,first_term_listed,first_term_name,last_term_listed,last_term_name,terms_listed_count,currently_listed,catalog_nd_edu_match
CSE 44373,Embedded Development System,3,"This module deals with the design and implementation of embedded systems, involving a processor, software (or firmware) and other hardware. Topics include architectures and interfacing of typical processors, programming in C and assembly language to interact with hardware in real time, design and verification of systems involving a mix of hardware and software. The module will have an emphasis on problem-based learning. Design assignments will require significant time during the trimester, and will involve working in a team and collaborating with others. Assessment of these assignments will be largely based on written reports, supplemented by interview where necessary.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Dublin Ireland (IR) (IR),"Publish in Bulletin ZCAT ZOIR - Dublin, Ireland (IR) ZOIR",,202320,202320,Spring Semester 2024 (View Only),202610,Fall Semester 2026,10,Y,exact
CSE 44424,HCI,3,"In this course, students will learn the factors, techniques, tools and theories of systems with which humans interact and engage. Students will research and evaluate systems with which humans interact and engage through the web or other medium in a dissimilar way. This course will cover areas such accessibility [to include disabled and other people], information visualisation, user centred methodologies, digital business interaction, user interaction security, multi-modal interfaces, human factors, and human computer interaction.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202210,banner,Y,5 catalog versions of CSE 44424 differ by title/description (term_effective 202110),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Dublin City University (DU) Trinity College - Dublin (IT) London England (Fall/Spring) (LA),"ZODU - Dublin City Univ (DU) ZODU ZOIT - Dublin,Irel-TrinityColl ZOIT ZOLA - London, Eng-Fall/Spring ZOLA",,202110,202110,Fall Semester 2021 (View Only),202210,Fall Semester 2022 (View Only),4,N,
CSE 44424,HCI,4-Mar,"In this course, students will learn the factors, techniques, tools and theories of systems with which humans interact and engage. Students will research and evaluate systems with which humans interact and engage through the web or other medium in a dissimilar way. This course will cover areas such accessibility [to include disabled and other people], information visualisation, user centred methodologies, digital business interaction, user interaction security, multi-modal interfaces, human factors, and human computer interaction.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202400,banner,Y,5 catalog versions of CSE 44424 differ by title/description (term_effective 202220),3,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: St. Andrews Scotland (AS) Dublin City University (DU) Hong Kong China (HKUST) (HT) Trinity College - Dublin (IT) London England (Fall/Spring) (LA) Sydney Australia (SY),"ZODU - Dublin City Univ (DU) ZODU ZOHT- Hong Kong, China (HKUST) ZOHT ZOIT - Dublin,Irel-TrinityColl ZOIT ZOLA - London, Eng-Fall/Spring ZOLA ZOSY-Sydney,Australia ZOSY",,202220,202220,Spring Semester 2023 (View Only),202400,Summer Session 2024 (View Only),6,N,
CSE 44424,HCI,4-Mar,"In this course, students will learn the factors, techniques, tools and theories of systems with which humans interact and engage. Students will research and evaluate systems with which humans interact and engage through the web or other medium in a dissimilar way. This course will cover areas such accessibility [to include disabled and other people], information visualisation, user centred methodologies, digital business interaction, user interaction security, multi-modal interfaces, human factors, and human computer interaction.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202410,banner,Y,5 catalog versions of CSE 44424 differ by title/description (term_effective 202410),3,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: St. Andrews Scotland (AS) Dublin City University (DU) Hong Kong China (HKUST) (HT) Trinity College - Dublin (IT) London England (Fall/Spring) (LA) Sydney Australia (SY),"ZODU - Dublin City Univ (DU) ZODU ZOHT- Hong Kong, China (HKUST) ZOHT ZOIT - Dublin,Irel-TrinityColl ZOIT ZOLA - London, Eng-Fall/Spring ZOLA ZOSY-Sydney,Australia ZOSY",,202410,202410,Fall Semester 2024 (View Only),202410,Fall Semester 2024 (View Only),1,N,
CSE 44424,Human Computer Interaction,4-Mar,"In this course, students will learn the factors, techniques, tools and theories of systems with which humans interact and engage. Students will research and evaluate systems with which humans interact and engage through the web or other medium in a dissimilar way. This course will cover areas such accessibility [to include disabled and other people], information visualisation, user centred methodologies, digital business interaction, user interaction security, multi-modal interfaces, human factors, and human computer interaction. AS - St. Andrews, Scotland This module covers the main aspects of Human Computer Interaction. Design guidelines, structured design methods and standards are studied, and practice is given in implementation and evaluation. Students gain experience of current interactive audio, visual and manipulative technologies. SI - National Univ. of Singapore: his class explores user-centered design problem solving techniques, tools, and theories to create systems that best addresses a given problem.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202510,banner,Y,5 catalog versions of CSE 44424 differ by title/description (term_effective 202420),3,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: St. Andrews Scotland (AS) Dublin City University (DU) Hong Kong China (HKUST) (HT) Trinity College - Dublin (IT) London England (Fall/Spring) (LA) Sydney Australia (SY),"Publish in Bulletin ZCAT ZOAS-St. Andrews, Scotland(AS) ZOAS ZODU - Dublin City Univ (DU) ZODU ZOHT- Hong Kong, China (HKUST) ZOHT ZOIT - Dublin,Irel-TrinityColl ZOIT ZOLA - London, Eng-Fall/Spring ZOLA ZOSY-Sydney,Australia ZOSY",,202420,202420,Spring Semester 2025 (View Only),202510,Fall Semester 2025 (View Only),3,N,
CSE 44424,Human Computer Interaction,4-Mar,"In this course, students will learn the factors, techniques, tools and theories of systems with which humans interact and engage. Students will research and evaluate systems with which humans interact and engage through the web or other medium in a dissimilar way. This course will cover areas such accessibility [to include disabled and other people], information visualisation, user centred methodologies, digital business interaction, user interaction security, multi-modal interfaces, human factors, and human computer interaction. AS - St. Andrews, Scotland This module covers the main aspects of Human Computer Interaction. Design guidelines, structured design methods and standards are studied, and practice is given in implementation and evaluation. Students gain experience of current interactive audio, visual and manipulative technologies. SI - National Univ. of Singapore: his class explores user-centered design problem solving techniques, tools, and theories to create systems that best addresses a given problem.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,5 catalog versions of CSE 44424 differ by title/description (term_effective 202520),3,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: St. Andrews Scotland (AS) Dublin City University (DU) Hong Kong China (HKUST) (HT) Trinity College - Dublin (IT) London England (Fall/Spring) (LA) National Univ. of Singapore (SI) Sydney Australia (SY),"Publish in Bulletin ZCAT ZOAS-St. Andrews, Scotland(AS) ZOAS ZODU - Dublin City Univ (DU) ZODU ZOHT- Hong Kong, China (HKUST) ZOHT ZOIT - Dublin,Irel-TrinityColl ZOIT ZOLA - London, Eng-Fall/Spring ZOLA ZOSI- National U. of Singapore ZOSI ZOSY-Sydney,Australia ZOSY",,202520,202520,Spring Semester 2026 (View Only),202610,Fall Semester 2026,3,Y,exact
CSE 44431,Prin. of Programming Lang.,3,,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201250,banner,Y,2 catalog versions of CSE 44431 differ by title/description (term_effective 200520),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Dublin Ireland (IR) (IR),"ZOIR - Dublin, Ireland (IR) ZOIR",,200520,200520,Spring Semester 2006 (View Only),201250,Year 2012-13 (View Only),30,N,
CSE 44431,Principles of Programming Languages,3,"Taught in Dublin, Ireland - UCD Program",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201910,banner,Y,2 catalog versions of CSE 44431 differ by title/description (term_effective 201610),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Edinburgh Scotland (ES) Dublin Ireland (IR) (IR),"ZOES - Edinburgh, Scotland(ES) ZOES ZOIR - Dublin, Ireland (IR) ZOIR",,201610,201610,Fall Semester 2016 (View Only),201910,Fall Semester 2019 (View Only),13,N,
CSE 44439,Game Development,3,The module will provide an introduction to the essentials of computer game development.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Dublin Ireland (IR) (IR),"Publish in Bulletin ZCAT ZOIR - Dublin, Ireland (IR) ZOIR",,202320,202320,Spring Semester 2024 (View Only),202610,Fall Semester 2026,10,Y,exact
CSE 44462,VLSI Circuit Design,3,"This unit develops in-depth technical competence in the design and synthesis of digital integrated circuits (ICs). The topics covered include IC manufacturing technology, layout and design rules, static and dynamic logic, arithmetic blocks, transistor sizing and propagation delay, optimisation for performance (speed, area and power), memories, floor planning, clocking, interconnect issues and challenges of future IC design. Students make extensive use of computer-aided design (CAD), IC design and verification tools through the IC design project. Students are able to (1) design and optimise digital IC for performance (speed, power, silicon area); (2) apply advanced MOSFET modelling to evaluate circuit performance; (3) produce a layout (or blue print) of a digital IC for subsequent fabrication; (4) proficiency with industry standard IC design tools; (5) explain IC manufacturing process and associated technological challenges; and (6) contribute effectively as a member of a project team and communicate results through a concise technical report and technical oral presentation.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201910,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Perth Australia (SC & EG) (PA),"ZOPA - Perth, Australia (PA) ZOPA",,201320,201320,Spring Semester 2014 (View Only),201910,Fall Semester 2019 (View Only),24,N,
CSE 44535,Computer Vision,3,"Computer Vision is the science and technology of giving computers the ability to see and understand images taken by one or more cameras. The goal of this course is to study and develop algorithms for interpreting the visual world captured in images or videos. The course is divided into four parts: The first part gives a general introduction. It discusses the research frontiers in computer vision by showing some state-of-the-art applications (e.g., detection and recognition, automated visual inspection, 3D reconstruction and image stitching). The second part explains the basics of how to deal with digital images. It includes image formation, image acquisition, image processing (enhancement, filtering, morphological operations, edge detection and segmentation) and video processing (optical flow and tracking). The third part focuses on automatic recognition of patterns. It covers feature extraction and selection, local descriptors and classification algorithms. Finally, the third part treats geometric vision topics. It consists of projective geometry, camera geometric model, camera calibration, stereovision and 3D reconstruction. With this course the students will be able to understand computer vision literature, recognize the frontiers of state-of-the-art computer vision systems and develop algorithms that are essential to many modern systems in this field. Projects in the course will utilize a high level programming language (preferably Matlab, but other languages like OpenCV, Python or C++ will be allowed also).",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201910,banner,Y,5 catalog versions of CSE 44535 differ by description (term_effective 201420),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Alcoy Spain (AC) London England (Fall/Spring) (LA),"CPEE - CPEG Free Elective Seq. CPEE ZOAC-Alcoy, Spain(AC) ZOAC ZOLA - London, Eng-Fall/Spring ZOLA",,201420,201420,Spring Semester 2015 (View Only),201910,Fall Semester 2019 (View Only),20,N,
CSE 44535,Computer Vision,3,"This course provides an introduction to computer vision including history of vision techniques, fundamentals of image formation, image processing, and feature detection and matching. We'll develop basic methods for applications that include semantic segmentation for scene understanding, video-based object tracking for motion estimation, human pose estimation from images and image matching for cross-camera object re-identification. The focus of the course is to develop the intuitions and mathematics of the methods in lecture, and then to learn about the difference between theory and practice in the projects.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202110,banner,Y,5 catalog versions of CSE 44535 differ by description (term_effective 202010),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Shenzhen China (SZ),"CPEE - CPEG Free Elective Seq. CPEE ZOSZ - Shenzhen, China ZOSZ",,202010,202010,Fall Semester 2020 (View Only),202110,Fall Semester 2021 (View Only),4,N,
CSE 44535,Computer Vision,5-Mar,"This course provides an introduction to computer vision including history of vision techniques, fundamentals of image formation, image processing, and feature detection and matching. We'll develop basic methods for applications that include semantic segmentation for scene understanding, video-based object tracking for motion estimation, human pose estimation from images and image matching for cross-camera object re-identification. The focus of the course is to develop the intuitions and mathematics of the methods in lecture, and then to learn about the difference between theory and practice in the projects.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202210,banner,Y,5 catalog versions of CSE 44535 differ by description (term_effective 202120),3,5,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Norwich UK (Univ of E. Anglia) (NU) Shenzhen China (SZ),"CPEE - CPEG Free Elective Seq. CPEE ZONU-Norwich,UK(U of E.Anglia) ZONU ZOSZ - Shenzhen, China ZOSZ",,202120,202120,Spring Semester 2022 (View Only),202210,Fall Semester 2022 (View Only),3,N,
CSE 44535,Computer Vision,5-Mar,"This course provides an introduction to computer vision including history of vision techniques, fundamentals of image formation, image processing, and feature detection and matching. We'll develop basic methods for applications that include semantic segmentation for scene understanding, video-based object tracking for motion estimation, human pose estimation from images and image matching for cross-camera object re-identification. The focus of the course is to develop the intuitions and mathematics of the methods in lecture, and then to learn about the difference between theory and practice in the projects.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202410,banner,Y,5 catalog versions of CSE 44535 differ by description (term_effective 202220),3,5,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: HKU Hong Kong (Undergrad) (CU) Norwich UK (Univ of E. Anglia) (NU) Shenzhen China (SZ),"CPEE - CPEG Free Elective Seq. CPEE ZOCU - HKU Hong, Kong(CU) ZOCU ZONU-Norwich,UK(U of E.Anglia) ZONU ZOSZ - Shenzhen, China ZOSZ",,202220,202220,Spring Semester 2023 (View Only),202410,Fall Semester 2024 (View Only),7,N,
CSE 44535,Computer Vision,5-Mar,"This course provides an introduction to computer vision including history of vision techniques, fundamentals of image formation, image processing, and feature detection and matching. We'll develop basic methods for applications that include semantic segmentation for scene understanding, video-based object tracking for motion estimation, human pose estimation from images and image matching for cross-camera object re-identification. The focus of the course is to develop the intuitions and mathematics of the methods in lecture, and then to learn about the difference between theory and practice in the projects.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,5 catalog versions of CSE 44535 differ by description (term_effective 202420),3,5,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Alcoy Spain (AC) HKU Hong Kong (Undergrad) (CU) Norwich UK (Univ of E. Anglia) (NU) Shenzhen China (SZ),"CPEE - CPEG Free Elective Seq. CPEE Publish in Bulletin ZCAT ZOAC-Alcoy, Spain(AC) ZOAC ZOCU - HKU Hong, Kong(CU) ZOCU ZONU-Norwich,UK(U of E.Anglia) ZONU ZOSZ - Shenzhen, China ZOSZ",,202420,202420,Spring Semester 2025 (View Only),202610,Fall Semester 2026,6,Y,exact
CSE 44567,Computer Security,3.75,"Taught as CS420 3 -'Computer Security' at a host insititution. This module introduces the basic concepts of computer security and cryptography, common attacks and defences against them, and relevant legal and policy frameworks.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201600,banner,Y,5 catalog versions of CSE 44567 differ by title/description (term_effective 201320),3.75,3.75,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: St. Andrews Scotland (AS),"ZOAS-St. Andrews, Scotland(AS) ZOAS",,201320,201320,Spring Semester 2014 (View Only),201600,Summer Session 2016 (View Only),11,N,
CSE 44567,Computer Security,3-3.75,"Taught as CS420 3 -'Computer Security' at a host insititution. This module introduces the basic concepts of computer security and cryptography, common attacks and defences against them, and relevant legal and policy frameworks.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201715,banner,Y,5 catalog versions of CSE 44567 differ by title/description (term_effective 201610),3,3.75,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: St. Andrews Scotland (AS) HKU Hong Kong (Undergrad) (CU) National Univ. of Singapore (SI),"ZOAS-St. Andrews, Scotland(AS) ZOAS ZOCU - HKU Hong, Kong(CU) ZOCU ZOSI- National U. of Singapore ZOSI",,201610,201610,Fall Semester 2016 (View Only),201715,EMBA Fall 2017 (View Only),7,N,
CSE 44567,Computer Security - SV,3,This course is a survey of topics in realm of computer security. This course will introduce the students to many contemporary topics in computer security ranging from PKIs (Public Key Infrastructures) to cyber-warfare to security ethics. Students will learn fundamental concepts of security that can be applied to many; traditional aspects of computer programming and computer systems design. The course will culminate in a research project where the student will have an opportunity to more fully investigate a topic related to the course.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201910,banner,Y,5 catalog versions of CSE 44567 differ by title/description (term_effective 201720),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Hong Kong China (HKUST) (HT) Silicon Valley California (SS),"Publish in Bulletin ZCAT ZOHT- Hong Kong, China (HKUST) ZOHT ZOSS-Silicon Valley,California ZOSS",,201720,201720,Spring Semester 2018 (View Only),201910,Fall Semester 2019 (View Only),6,N,
CSE 44567,Computer Security,3,This course is a survey of topics in realm of computer security. This course will introduce the students to many contemporary topics in computer security ranging from PKIs (Public Key Infrastructures) to cyber-warfare to security ethics. Students will learn fundamental concepts of security that can be applied to many; traditional aspects of computer programming and computer systems design. The course will culminate in a research project where the student will have an opportunity to more fully investigate a topic related to the course.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202510,banner,Y,5 catalog versions of CSE 44567 differ by title/description (term_effective 202020),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Hong Kong China (HKUST) (HT) Perth Australia (SC & EG) (PA),"Publish in Bulletin ZCAT ZOHT- Hong Kong, China (HKUST) ZOHT ZOPA - Perth, Australia (PA) ZOPA",,202020,202020,Spring Semester 2021 (View Only),202510,Fall Semester 2025 (View Only),16,N,
CSE 44567,Computer Security,3,"This course is a survey of topics in realm of computer security. This course will introduce the students to many contemporary topics in computer security ranging from PKIs (Public Key Infrastructures) to cyber-warfare to security ethics. Students will learn fundamental concepts of security that can be applied to many; traditional aspects of computer programming and computer systems design. The course will culminate in a research project where the student will have an opportunity to more fully investigate a topic related to the course. Trinity College, Dublin (IT): The objectives of this module are: to develop an in-depth understanding of risk, data privacy, threats and risks of security breaches, an awareness of computer security (cryptographic) and protocol techniques, and an ability to understand and make appropriate and ethical decisions about securing data.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,5 catalog versions of CSE 44567 differ by title/description (term_effective 202520),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Hong Kong China (HKUST) (HT) Trinity College - Dublin (IT) Perth Australia (SC & EG) (PA),"Publish in Bulletin ZCAT ZOHT- Hong Kong, China (HKUST) ZOHT ZOIT - Dublin,Irel-TrinityColl ZOIT ZOPA - Perth, Australia (PA) ZOPA",,202520,202520,Spring Semester 2026 (View Only),202610,Fall Semester 2026,3,Y,exact
CSE 44613,Internet Technologies,3,"The Internet is booming again, with a shift from the knowledge provision that typified the Web of the last decade, to highly interactive sites sometimes referred to as 'Web 2.0'. This has led not only to some remarkable business opportunities but also to profound changes in the way people relate to each other. This unit explores technologies, programming languages and environments that underpin development for the modern Internet. It builds on students' previous programming experience to develop and demonstrate technologies in action. As internet technologies are rapidly evolving, topics vary from year to year. Examples include historical development of the Internet and Web, client/server models, internet protocols and document standards, scripting and programming languages, development environments, client-side, server-side and AJAX programming, n-tiered application architectures, database access and abstraction, and open-source tools.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201700,banner,Y,2 catalog versions of CSE 44613 differ by title/description (term_effective 201010),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Alcoy Spain (AC) HKU Hong Kong (Undergrad) (CU) Hong Kong China (HK) Dublin Ireland (IR) (IR) Perth Australia (SC & EG) (PA),"ZOAC-Alcoy, Spain(AC) ZOAC ZOCU - HKU Hong, Kong(CU) ZOCU ZOHK - Hong Kong, China (HK) ZOHK ZOIR - Dublin, Ireland (IR) ZOIR ZOPA - Perth, Australia (PA) ZOPA",,201010,201010,Fall Semester 2010 (View Only),201700,Summer Session 2017 (View Only),29,N,
CSE 44613,Web Applications,3,"Introduction to the concepts and technologies for engineering web software. At the end of this course, students will be initiated in the analysis, design, implementation, and validation of web software.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201910,banner,Y,2 catalog versions of CSE 44613 differ by title/description (term_effective 201710),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Alcoy Spain (AC) HKU Hong Kong (Undergrad) (CU) Hong Kong China (HK) Dublin Ireland (IR) (IR) Perth Australia (SC & EG) (PA) Rome Italy (Undergrad - JCU) (RE),"ZOAC-Alcoy, Spain(AC) ZOAC ZOCU - HKU Hong, Kong(CU) ZOCU ZOHK - Hong Kong, China (HK) ZOHK ZOIR - Dublin, Ireland (IR) ZOIR ZOPA - Perth, Australia (PA) ZOPA ZORE - Rome, Italy - UG (RE) ZORE",,201710,201710,Fall Semester 2017 (View Only),201910,Fall Semester 2019 (View Only),8,N,
CSE 44622,Cryptography,4,"The purpose of this module is to introduce the students to the basics of modern symmetric cryptography and to elementary number theory, as required for further study of public-key cryptography. Modern block ciphers and hash functions will be studied in some depth, and modern complex methods of block cipher cryptanalysis (linear and differential) will be covered. Participants will learn to appreciate the significance of cryptography as a means of securing information in the modern world. New ideas and some surprising and novel protocols will be discussed. Students are expected to undertake a difficult assignment, and partake in external reading and study and homework.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,4,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Dublin City University (DU),ZODU - Dublin City Univ (DU) ZODU,,202510,202510,Fall Semester 2025 (View Only),202610,Fall Semester 2026,4,Y,exact
